subtype,cell_type,chi2_stat,p_value,overlap,fdr,neg_log10_fdr
1,B cell,2.3458839827487803,0.12561428693611326,33,0.20888024934706761,0.6801026227535201
1,naive B cell,4.118658157018402,0.04241270608397746,33,0.09297680312703767,1.0316253904841364
1,memory B cell,5.046705357559162,0.024672809709784898,36,0.06646181213336892,1.1774278215166305
1,mature B cell,6.942699426355704,0.008416200757647272,39,0.0281232126005102,1.55093507003268
1,plasma cell,18.23395315840411,1.9536491582204864e-05,49,0.00019536491582204863,3.709153425432721
1,transitional stage B cell,4.488815607683206,0.03411730683241488,34,0.08034075479891246,1.095064092401923
1,class switched memory B cell,7.151989103034056,0.007488089363021142,33,0.02590665988154234,1.5865885765364791
1,immature B cell,0.8661299853466474,0.3520289250216144,26,0.4680894631434946,0.32967113488225946
1,IgA plasma cell,19.037006922483698,1.282077456405986e-05,26,0.00013968903629498055,3.8548376788066636
1,IgG plasma cell,18.94047217275537,1.348610933127618e-05,34,0.00014477735017399428,3.8392993764252363
1,plasmablast,19.695918190671513,9.079509421176482e-06,41,0.00010196987503782819,3.991528112916704
1,T cell,2.2948905421522094,0.12980036102736064,37,0.2143761618777676,0.6688235088138041
1,alpha-beta T cell,8.244851367490009,0.004086775522696225,46,0.01639201171191343,1.7853677443080842
1,memory T cell,4.789215735994858,0.028638463426055038,39,0.0715961585651376,1.1451102787915657
1,"CD4-positive, alpha-beta T cell",3.247642722527897,0.07152625588208429,36,0.13891563304781177,0.8572488776291103
1,"CD8-positive, alpha-beta T cell",4.415443512945023,0.03561501920363196,40,0.08219850301681192,1.085136091674768
1,"naive thymus-derived CD4-positive, alpha-beta T cell",3.0861340007875757,0.07896220546103518,35,0.1473127981439614,0.8317595211692168
1,"naive thymus-derived CD8-positive, alpha-beta T cell",4.627549295365068,0.03146247359394855,37,0.07630433795210112,1.1174507714146162
1,"CD4-positive, alpha-beta memory T cell",4.842947698595028,0.027759406169957944,36,0.07060754879466655,1.151148865171818
1,"CD8-positive, alpha-beta memory T cell",4.803818510937065,0.028396731790047883,38,0.07123578765201016,1.1473017693544318
1,"effector CD8-positive, alpha-beta T cell",4.5882819480278805,0.0321912665992192,41,0.07654600852583067,1.1160774505620814
1,regulatory T cell,3.5698375765413517,0.058838066064092566,37,0.12127082493943366,0.9162436681508979
1,T follicular helper cell,3.5698375765413517,0.058838066064092566,37,0.12127082493943366,0.9162436681508979
1,CD4-positive helper T cell,4.5882819480278805,0.0321912665992192,41,0.07654600852583067,1.1160774505620814
1,"CD4-positive, alpha-beta cytotoxic T cell",5.436322028945199,0.019722156341995832,37,0.054534750491124835,1.263326669519836
1,"CD8-positive, alpha-beta cytotoxic T cell",5.379245927994776,0.020377684007112505,39,0.05580959382003266,1.2532911382495175
1,mature alpha-beta T cell,11.744466826203693,0.00061024387783837,47,0.003480297115796954,2.4583836783973836
1,gamma-delta T cell,6.016101166089092,0.01417593011860052,39,0.04139371594631352,1.3830655848932694
1,mature gamma-delta T cell,9.246372334943347,0.0023596239726562276,43,0.010567641104534026,1.976021944538795
1,mucosal invariant T cell,2.7781645894961318,0.0955576202278857,34,0.16931325914164214,0.7713090303933019
1,T-helper 22 cell,9.656537798695735,0.0018867888054318607,37,0.008943869012761417,2.0484745698614404
1,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",4.000266078942863,0.045493081563933994,49,0.0985458443373051,1.0063616851281219
1,double negative T regulatory cell,8.811244536209403,0.002993797610978346,49,0.012706234046594142,1.8959831492991832
1,"central memory CD4-positive, alpha-beta T cell",5.511440240142606,0.01889248355420687,35,0.05284104595621079,1.2770285943785777
1,"central memory CD8-positive, alpha-beta T cell",5.471399096198392,0.019330144919979034,36,0.053825826577225504,1.2690092922026348
1,"effector memory CD4-positive, alpha-beta T cell",8.41830269045238,0.0037146240373948296,40,0.015149025403900703,1.8196153061268747
1,"effector memory CD8-positive, alpha-beta T cell",2.068875195511586,0.1503323591696494,32,0.23743041725597974,0.6244636442684549
1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",14.233211555508671,0.00016149503286596426,48,0.0011893425864413932,2.9246930301830614
1,"activated CD4-positive, alpha-beta T cell",6.3639909941440065,0.011645930004519129,51,0.03633132009956822,1.439718821748013
1,"activated CD8-positive, alpha-beta T cell",10.285618677707564,0.001340710585104289,50,0.0067497843250078,2.170710103903114
1,"double-positive, alpha-beta thymocyte",3.422724189068284,0.06430481716581556,48,0.12967546003051203,0.8871422026491373
1,double negative thymocyte,3.2885507590856204,0.06976457440114918,40,0.1372726127030698,0.8624161003332005
1,natural killer cell,4.821625170851769,0.028104834477598362,37,0.07121078564600351,1.1474542227705484
1,mature NK T cell,3.4482494770079826,0.06331879768134377,41,0.12804078201490568,0.8926516820464842
1,"CD16-positive, CD56-dim natural killer cell, human",10.181945437975514,0.0014182246715982562,45,0.007042884423583177,2.1522494384871114
1,"CD16-negative, CD56-bright natural killer cell, human",1.6026352516455928,0.20553015662974697,32,0.3049532811782831,0.5157666894420196
1,lymphocyte,0.020720246811137936,0.8855436710051198,42,0.9559686690488789,0.01955634107343767
1,innate lymphoid cell,4.24354782526146,0.03939975148405395,39,0.08932241796074343,1.0490395290758014
1,immature innate lymphoid cell,4.684975539226112,0.030427496813475077,55,0.074168154168469,1.1297825291913004
1,lymphoid lineage restricted progenitor cell,0.6196175791427138,0.4311894314262773,35,0.551257942103647,0.25864514049563947
1,monocyte,22.197813692583523,2.459537101647726e-06,56,3.452811700390077e-05,4.461827105320215
1,classical monocyte,10.84229286096989,0.0009920781190488313,47,0.005286255670844137,2.2768518359542895
1,non-classical monocyte,13.031541886816141,0.0003062882704787942,47,0.0019613196267501735,2.7074516256986185
1,intermediate monocyte,26.363954444584,2.8276854648242497e-07,55,7.117966859730007e-06,5.147644038342554
1,"CD14-positive, CD16-negative classical monocyte",18.519703557545675,1.6815690097374665e-05,51,0.00017289371508568319,3.762220793615707
1,"CD14-positive, CD16-positive monocyte",26.69010383168948,2.3884164485839597e-07,52,6.457570398023299e-06,5.189930850612423
1,"CD14-low, CD16-positive monocyte",16.618213250263693,4.570995456495554e-05,49,0.0003972412718144946,3.4009456363344164
1,CD14-positive monocyte,18.375209952883242,1.8140280559393693e-05,50,0.00018392228900496383,3.7353656366928947
1,macrophage,26.042139296285626,3.3404612747471796e-07,57,7.992575482583456e-06,5.097313253521751
1,alveolar macrophage,16.391802759820678,5.150750210983951e-05,50,0.0004423585475315629,3.3542255765988567
1,elicited macrophage,23.218324856791792,1.446127521319215e-06,57,2.246112958644738e-05,4.648568406541832
1,lung macrophage,29.80873423533246,4.7683890789441917e-08,59,2.9007700230243836e-06,5.537486701287164
1,inflammatory macrophage,25.553061549218945,4.303826161361296e-07,57,8.976551707982132e-06,5.046890463087806
1,alternatively activated macrophage,39.69317140250061,2.9716270351688175e-10,57,5.2982677509980146e-08,7.275866098163608
1,central nervous system macrophage,6.34866480361308,0.011746967727394307,53,0.03649058059999082,1.4378192265403609
1,dendritic cell,22.269134050739755,2.3698546170433325e-06,53,3.392144844003201e-05,4.469525611719483
1,CD1c-positive myeloid dendritic cell,11.843842679353267,0.00057852319150794,44,0.0033785754384063698,2.4712663795012264
1,plasmacytoid dendritic cell,25.770302541145462,3.845603127658526e-07,54,8.25673612703154e-06,5.083191594586031
1,conventional dendritic cell,12.522777859355866,0.0004020207405269002,42,0.0024456261715386433,2.6116099267132733
1,granulocyte,15.813906704695968,6.98869533966244e-05,51,0.0005668608442170646,3.24652354076483
1,neutrophil,10.019062598604643,0.0015492829937587842,50,0.007590446882173909,2.119732654572377
1,mast cell,9.157329457106403,0.002477238253739205,44,0.01089247124055795,1.9628735780604183
1,leukocyte,1.0420117396408615,0.30735405566397467,43,0.4199070875057829,0.37684679495321327
1,erythrocyte,0.12770529891605997,0.7208232295985981,19,0.809539934779964,0.09176172254150411
1,platelet,4.118658157018402,0.04241270608397746,33,0.09297680312703767,1.0316253904841364
1,hematopoietic stem cell,11.254975430016993,0.0007940987334152447,46,0.004391606631766126,2.3573765677620395
1,tracheal goblet cell,18.0344378281988,2.169447566970349e-05,39,0.00021401307079572363,3.669559701411998
1,club cell,12.781002793136365,0.000350157172188865,39,0.0021847413307510377,2.660599975296553
1,type I pneumocyte,2.135090646061187,0.14396195189917893,48,0.2309719228272541,0.6364408101611185
1,type II pneumocyte,0.32914990341562067,0.5661600849992214,39,0.6746691061751956,0.1709091762013418
1,ciliated columnar cell of tracheobronchial tree,7.953866417797249,0.00479847541287791,47,0.018533793922755948,1.732035670208156
1,respiratory basal cell,10.747118967207278,0.0010444178533574413,51,0.0055248190793545805,2.2576819392038403
1,respiratory hillock cell,10.181945437975514,0.0014182246715982562,45,0.007042884423583177,2.1522494384871114
1,nasal mucosa goblet cell,10.151225230102007,0.0014420536782620173,38,0.007112832331968058,2.1479574286365097
1,goblet cell,0.4041396670935422,0.5249590671444624,36,0.6451517155142383,0.19033814356208342
1,kidney collecting duct intercalated cell,1.6993488599244604,0.19237315404763924,43,0.2883622226997467,0.5400616355880832
1,kidney collecting duct principal cell,1.2476496599320548,0.26400185471122617,50,0.37349099600619207,0.42771986354593344
1,kidney connecting tubule epithelial cell,4.464183610530825,0.034612626141960555,50,0.0809846701398436,1.091597182402353
1,epithelial cell of proximal tubule,17.140331712273568,3.471720544261021e-05,64,0.0003090678045500665,3.509946232835396
1,kidney distal convoluted tubule epithelial cell,0.02537282198138601,0.8734415912639739,40,0.9460124059683991,0.02410316824060655
1,kidney loop of Henle thick ascending limb epithelial cell,0.4350387557708045,0.5095268085593021,38,0.6283016389329232,0.20183180741982962
1,kidney loop of Henle thin descending limb epithelial cell,0.4514696994665178,0.5016378426123843,48,0.6206705510288822,0.20713886010688884
1,kidney loop of Henle thin ascending limb epithelial cell,0.0,1.0,42,1.0,-0.0
1,enterocyte,14.305904397081076,0.00015537675896881896,44,0.0011693302479096684,2.932062815964291
